Year,Address,Species,Tree or Shrub,Quantity,Date,Latitude,Longitude,Neighbourhood Name,Neighbourhood Number,Geometry Point
2018,Pylypow Pond 2017,Pussy Willow - Salix discolor,Shrub,30,2018-10-04,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2013,Victoria Park 2013,Highbush Cranberry - Viburnum trilobum,Shrub,15,2013-07-23,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2017,91 Street 2017,Jack Pine - Pinus banksiana,Tree,116,2017-09-30,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2019,Brookside 2018,Kinnikinick - Arctostaphylos uva-ursi,Shrub,20,2019-06-12,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Government House Park 2014,Pussy Willow - Salix discolor,Shrub,92,2014-09-06,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2021,Cloverdale Hill 2018,Snowberry - Symphoricarpos albus,Shrub,28,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2018,Louise McKinney Park 2014,Prickly Rose - Rosa acicularis,Shrub,15,2018-05-24,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2014,Gold Bar Park 2014,Prickly Rose - Rosa acicularis,Shrub,45,2014-08-27,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2015,Hermitage Park 2015,Beaked Hazelnut - Corylus cornuta,Shrub,1,2015-07-29,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2021,Blackmud Creek 2017,Highbush Cranberry - Viburnum trilobum,Shrub,46,2021-08-10,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2021,Griesbach 2021,Saskatoon Berry - Amelanchier alnifolia,Shrub,50,2021-10-08,53.605865,-113.50021,GRIESBACH,3111,POINT (-113.50021 53.605865)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,60,2015-05-23,,,,,
2012,97th street and 160th avenue,Wolfwillow - Elaeagnus commutata,Shrub,30,2012-07-09,53.622807,-113.4925,LORELEI,3280,POINT (-113.4925 53.622807)
2018,Big Bear Park 2017,White Spruce - Picea glauca,Tree,72,2018-06-14,53.440865,-113.50943,BLACKMUD CREEK RAVINE,5050,POINT (-113.50943 53.440865)
2017,Hazeldean 2017,Gooseberry - Ribes sp.,Shrub,1,2017-08-03,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2014,Rundle Park 2014,White Spruce - Picea glauca,Tree,20,2014-08-12,53.55497,-113.3835,RIVER VALLEY RUNDLE,2650,POINT (-113.3835 53.55497)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,2,2015-08-18,,,,,
2019,,White Spruce - Picea glauca,Tree,77,2019-09-17,,,,,
2018,Gold Bar Park 2017,White Spruce - Picea glauca,Tree,112,2018-08-28,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2017,Hamptons Lake 2017,Sandbar Willow - Salix exigua,Shrub,81,2017-10-05,53.49412,-113.6738,THE HAMPTONS,4461,POINT (-113.6738 53.49412)
2015,Gold Bar Park 2015,Red Osier Dogwood - Cornus sericea,Shrub,500,2015-05-20,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2014,Hermitage Park 2014,Balsam Poplar - Populus balsamifera,Tree,30,2014-06-28,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2018,Callingwood Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2018-06-25,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2015,John Janzen Nature Centre 2015,Beaked Hazelnut - Corylus cornuta,Shrub,16,2015-09-04,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2017,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,53,2017-09-23,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2015,,Saskatoon Berry - Amelanchier alnifolia,Shrub,7,2015-09-01,,,,,
2019,Brookside 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,20,2019-07-20,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,48,2022-08-30,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2017,Victoria Park 2017,Wolfwillow - Elaeagnus commutata,Shrub,10,2017-06-28,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2012,91st and Whitemud,Lodgepole Pine - Pinus contorta latifolia,Tree,255,2012-05-15,53.484093,-113.46437,MCINTYRE INDUSTRIAL,6430,POINT (-113.46437 53.484093)
2015,Government House Park 2015,Raspberry - Rubus ideaus,Shrub,5,2015-06-27,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2021,Hazeldean 2017,Gooseberry - Ribes sp.,Shrub,24,2021-07-31,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2014,Guinevere Park 2013,,,2,2014-07-17,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2021,Griesbach 2021,Western Larch - Larix occidentalis,Tree,0,2021-10-08,53.605865,-113.50021,GRIESBACH,3111,POINT (-113.50021 53.605865)
2015,,Pin Cherry - Prunus pennsylvanica,Shrub,2,2015-09-19,,,,,
2022,,Gooseberry - Ribes sp.,Shrub,4,2022-08-11,,,,,
2017,Hermitage Park 2017,Pin Cherry - Prunus pennsylvanica,Shrub,41,2017-07-15,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2015,,Snowberry - Symphoricarpos albus,Shrub,5,2015-07-23,,,,,
2014,Government House Park 2014,Highbush Cranberry - Viburnum trilobum,Shrub,390,2014-07-19,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2014,John Janzen Nature Centre 2014,Wolfwillow - Elaeagnus commutata,Shrub,30,2014-07-31,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2013,Louise McKinney Park 2013,Wolfwillow - Elaeagnus commutata,Shrub,171,2013-08-23,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2019,Brookside 2018,Buffaloberry - Shepherdia canadensis,Shrub,10,2019-05-23,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2019,Lymburn 2018,Balsam Poplar - Populus balsamifera,Tree,25,2019-10-12,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2012,Roper Pond,White Spruce - Picea glauca,Tree,45,2012-07-05,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2022,Summerside,White Spruce - Picea glauca,Tree,26,2022-07-04,53.41414,-113.46586,SUMMERSIDE,6213,POINT (-113.46586 53.41414)
2018,Richfield 2018,Trembling Aspen - Populus tremuloides,Tree,20,2018-06-23,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2022,Sifton Ravine 2018,Trembling Aspen - Populus tremuloides,Tree,15,2022-07-14,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2017,Hermitage Park 2017,Prickly Rose - Rosa acicularis,Shrub,32,2017-07-15,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2013,Louise McKinney Park 2013,Gooseberry - Ribes sp.,Shrub,21,2013-06-16,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2013,Satoo 2013,Currant - Ribes sp.,Shrub,40,2013-05-08,53.443684,-113.4653,SATOO,6680,POINT (-113.4653 53.443684)
2018,Hazeldean 2017,Balsam Poplar - Populus balsamifera,Tree,77,2018-06-09,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2018,Louise McKinney Park 2014,Prickly Rose - Rosa acicularis,Shrub,15,2018-09-06,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2015,Government House Park 2015,Balsam Poplar - Populus balsamifera,Tree,16,2015-06-27,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2013,Edmonton Valley Zoo 2013,Red Osier Dogwood - Cornus sericea,Shrub,135,2013-09-19,53.512035,-113.557846,RIVER VALLEY LAURIER,3382,POINT (-113.557846 53.512035)
2017,91 Street 2017,White Spruce - Picea glauca,Tree,113,2017-09-30,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2019,Oxford 2018,Red Osier Dogwood - Cornus sericea,Shrub,20,2019-06-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,75,2019-10-09,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Hermitage Park 2014,Gooseberry - Ribes sp.,Shrub,110,2014-06-07,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2018,Westmount 2018,Wolfwillow - Elaeagnus commutata,Shrub,81,2018-09-19,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2018,Westmount 2018,Snowberry - Symphoricarpos albus,Shrub,35,2018-06-28,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2017,Victoria Park 2017,Pin Cherry - Prunus pennsylvanica,Shrub,60,2017-06-28,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2015,,Prickly Rose - Rosa acicularis,Shrub,15,2015-07-11,,,,,
2013,Gold Bar Park 2013,Pin Cherry - Prunus pennsylvanica,Shrub,45,2013-08-14,53.556023,-113.40701,RIVER VALLEY GOLD BAR,6620,POINT (-113.40701 53.556023)
2019,Richfield 2018,Pin Cherry - Prunus pennsylvanica,Shrub,45,2019-07-19,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2022,Klarvatten,Bebb's Willow - Salix bebbiana,Shrub,30,2022-09-22,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2015,Government House Park 2015,Balsam Poplar - Populus balsamifera,Tree,30,2015-06-08,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2021,Cloverdale Hill 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,45,2021-08-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2019,River Valley - Dawson/Kinnard,Wolfwillow - Elaeagnus commutata,Shrub,22,2019-06-08,53.556633,-113.461426,RIVER VALLEY KINNAIRD,1190,POINT (-113.461426 53.556633)
2021,Blackmud Creek 2017,Bebb's Willow - Salix bebbiana,Shrub,17,2021-08-13,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2017,91 Street 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,96,2017-05-17,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2019,Brookside 2018,Wolfwillow - Elaeagnus commutata,Shrub,135,2019-06-17,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Richfield 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,10,2018-06-29,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2019,Oxford 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,22,2019-10-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Fulton Park 2017,Balsam Poplar - Populus balsamifera,Tree,15,2018-10-05,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2017,Hamptons Lake 2017,Native Larch - Larix laricina,Tree,60,2017-08-24,53.49412,-113.6738,THE HAMPTONS,4461,POINT (-113.6738 53.49412)
2015,Guinevere Park 2015,Raspberry - Rubus ideaus,Shrub,6,2015-07-03,53.50076,-113.67183,GLASTONBURY,4720,POINT (-113.67183 53.50076)
2018,Gold Bar Park 2017,Trembling Aspen - Populus tremuloides,Tree,60,2018-06-20,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2022,Terrace Heights,Red Osier Dogwood - Cornus sericea,Shrub,48,2022-07-13,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2022,Lymburn 2018,Jack Pine - Pinus banksiana,Tree,24,2022-08-23,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Westmount 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,72,2019-08-28,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2019,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,30,2019-08-22,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2021,Savaryn Pond 2021,Paper Birch - Betula Papyrifera,Tree,60,2021-10-13,53.412273,-113.47846,SUMMERSIDE,6213,POINT (-113.47846 53.412273)
2017,Government House Park 2015,Lodgepole Pine - Pinus contorta latifolia,Tree,100,2017-08-22,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2019,Oxford 2018,Paper Birch - Betula Papyrifera,Tree,15,2019-09-10,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Lymburn 2018,White Spruce - Picea glauca,Tree,50,2019-09-18,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Hamptons Lake 2018,Highbush Cranberry - Viburnum trilobum,Shrub,37,2018-10-11,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2013,Victoria Park 2013,Prickly Rose - Rosa acicularis,Shrub,75,2013-06-04,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2017,Hermitage Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,16,2017-06-03,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Forest Heights,Wolfwillow - Elaeagnus commutata,Shrub,0,2022-09-03,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2019,Alfred Savage,Snowberry - Symphoricarpos albus,Shrub,15,2019-08-21,53.50105,-113.56058,RIVER VALLEY WHITEMUD,5400,POINT (-113.56058 53.50105)
2021,Sifton Ravine 2021,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2021-07-03,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2019,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,24,2019-08-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Guinevere Park 2013,Pin Cherry - Prunus pennsylvanica,Shrub,25,2014-06-14,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2018,Hermitage Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,77,2018-07-31,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2018,River Valley - Dawson/Kinnard,Highbush Cranberry - Viburnum trilobum,Shrub,15,2018-10-18,53.556633,-113.461426,RIVER VALLEY KINNAIRD,1190,POINT (-113.461426 53.556633)
2014,,Red Osier Dogwood - Cornus sericea,Shrub,25,2014-09-05,,,,,
2017,Roper Pond,Balsam Poplar - Populus balsamifera,Tree,77,2017-08-08,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2018,Oxford 2018,Paper Birch - Betula Papyrifera,Tree,55,2018-06-23,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,48,2019-06-05,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2017,Terwillegar Park 2017,Trembling Aspen - Populus tremuloides,Tree,18,2017-07-08,53.48092,-113.61168,RIVER VALLEY TERWILLEGAR,5380,POINT (-113.61168 53.48092)
2019,Roper Pond,White Spruce - Picea glauca,Tree,114,2019-07-15,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2021,Cloverdale Hill 2018,Wild Strawberry - Fragaria virginiana,Shrub,25,2021-08-28,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2015,,Saskatoon Berry - Amelanchier alnifolia,Shrub,60,2015-05-30,,,,,
2022,Cloverdale Hill 2018,Gooseberry - Ribes sp.,Shrub,100,2022-06-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2022,Magrath,White Spruce - Picea glauca,Tree,48,2022-06-06,53.4474,-113.55969,MAGRATH HEIGHTS,5476,POINT (-113.55969 53.4474)
2015,Victoria Park 2015,Buffaloberry - Shepherdia canadensis,Shrub,1,2015-05-15,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2022,Cloverdale Hill 2018,Snowberry - Symphoricarpos albus,Shrub,48,2022-06-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2022,Klarvatten,Bebb's Willow - Salix bebbiana,Shrub,50,2022-09-16,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2018,Hermitage Park 2017,Jack Pine - Pinus banksiana,Tree,24,2018-06-05,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Hamptons Lake 2014,Western Larch - Larix occidentalis,Tree,15,2014-07-26,53.49352,-113.67655,THE HAMPTONS,4461,POINT (-113.67655 53.49352)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,72,2022-08-18,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2017,Hermitage Park 2017,Prickly Rose - Rosa acicularis,Shrub,48,2017-06-24,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Terrace Heights,Red Osier Dogwood - Cornus sericea,Shrub,15,2022-07-09,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2014,Rundle Park 2014,Bracted Honeysuckle - Lonicera involucrata,Shrub,8,2014-05-09,53.55497,-113.3835,RIVER VALLEY RUNDLE,2650,POINT (-113.3835 53.55497)
2018,Fulton Park 2017,Western Chokecherry - Prunus virg. melanocarpa,Shrub,5,2018-10-05,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2018,,Raspberry - Rubus ideaus,Shrub,8,2018-09-14,,,,,
2022,Sir Wilfrid Laurier Park 2014,Red Osier Dogwood - Cornus sericea,Shrub,10,2022-08-17,53.51,-113.55109,RIVER VALLEY LAURIER,3382,POINT (-113.55109 53.51)
2015,Hermitage Park 2015,White Spruce - Picea glauca,Tree,28,2015-09-11,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2015,Jackie Parker Park 2015,Trembling Aspen - Populus tremuloides,Tree,10,2015-08-28,53.486164,-113.42417,MILL WOODS GOLF COURSE,6500,POINT (-113.42417 53.486164)
2017,Rundle Park 2017,Trembling Aspen - Populus tremuloides,Tree,15,2017-07-05,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2022,Lymburn 2018,Jack Pine - Pinus banksiana,Tree,3,2022-05-10,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2015,,Saskatoon Berry - Amelanchier alnifolia,Shrub,8,2015-07-18,,,,,
2019,Pylypow Pond 2017,Native Larch - Larix laricina,Tree,13,2019-09-13,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2021,Jackie Parker Park 2021,Green Alder - Alnus viridis,Shrub,15,2021-07-24,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2018,Fulton Park 2017,Prickly Rose - Rosa acicularis,Shrub,40,2018-07-12,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2022,Forest Heights,Balsam Poplar - Populus balsamifera,Tree,0,2022-09-17,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2018,Brookside 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,231,2018-09-22,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2012,west of 91 st and south of Whitemud,Lodgepole Pine - Pinus contorta latifolia,Tree,150,2012-05-30,53.479717,-113.46765,STRATHCONA INDUSTRIAL PARK,6700,POINT (-113.46765 53.479717)
2021,Jackie Parker Park 2021,White Spruce - Picea glauca,Tree,15,2021-09-09,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2018,Brookside 2018,Wolfwillow - Elaeagnus commutata,Shrub,15,2018-07-28,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Guinevere Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,125,2014-06-14,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2018,Hamptons Lake 2018,Sandbar Willow - Salix exigua,Shrub,90,2018-10-11,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2018,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,12,2018-06-23,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2017,Victoria Park 2017,Pin Cherry - Prunus pennsylvanica,Shrub,60,2017-06-16,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2019,Hermitage Park 2017,Wolfwillow - Elaeagnus commutata,Shrub,25,2019-08-08,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,91st street and Whitemud,,,135,2014-09-24,53.479717,-113.46765,STRATHCONA INDUSTRIAL PARK,6700,POINT (-113.46765 53.479717)
2014,John Janzen Nature Centre 2014,Red Osier Dogwood - Cornus sericea,Shrub,90,2014-08-29,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2014,Pylypow 2014,Currant - Ribes sp.,Shrub,105,2014-06-20,53.497883,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497883)
2019,Pylypow Pond 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2019-09-26,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2014,Roper Pond,Prickly Rose - Rosa acicularis,Shrub,20,2014-07-04,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2021,Savaryn Pond 2021,Wolfwillow - Elaeagnus commutata,Shrub,0,2021-10-13,53.412273,-113.47846,SUMMERSIDE,6213,POINT (-113.47846 53.412273)
2012,Jackie Parker Recreation Area,Saskatoon Berry - Amelanchier alnifolia,Shrub,30,2012-04-23,53.483284,-113.41918,MILL WOODS GOLF COURSE,6500,POINT (-113.41918 53.483284)
2019,Cloverdale Hill 2018,Pin Cherry - Prunus pennsylvanica,Shrub,96,2019-08-24,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2014,,Trembling Aspen - Populus tremuloides,Tree,30,2014-08-01,,,,,
2018,Brookside 2018,White Spruce - Picea glauca,Tree,20,2018-06-28,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2019,Brookside 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,37,2019-09-05,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2017,Hazeldean 2017,Twining honey suckle - Lonicera dioica,Shrub,48,2017-09-15,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2015,Hermitage Park 2015,Trembling Aspen - Populus tremuloides,Tree,71,2015-08-20,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2015,,Balsam Poplar - Populus balsamifera,Tree,54,2015-07-18,,,,,
2012,west of 91 st and south of Whitemud,Buckbrush - Symphoricarpos occidentalis,Shrub,75,2012-05-30,53.479717,-113.46765,STRATHCONA INDUSTRIAL PARK,6700,POINT (-113.46765 53.479717)
2018,Richfield 2018,Prickly Rose - Rosa acicularis,Shrub,24,2018-06-01,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2022,Callaghan Park,Beaked Hazelnut - Corylus cornuta,Shrub,33,2022-10-14,53.40567,-113.52814,CALLAGHAN,5457,POINT (-113.52814 53.40567)
2017,Roper Pond,Balsam Poplar - Populus balsamifera,Tree,77,2017-09-12,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2013,Gold Bar Park 2013,Red Osier Dogwood - Cornus sericea,Shrub,25,2013-08-14,53.556023,-113.40701,RIVER VALLEY GOLD BAR,6620,POINT (-113.40701 53.556023)
